#,Time,Source MAC,Destination MAC,Source IP,Destination IP,Protocol,Source Port,Destination Port,Length,TTL,TCP Flags,UDP Length,UDP Checksum,HTTP Method,HTTP Host,HTTP Path,HTTP Status,DNS ID,DNS QR,DNS Opcode,DNS QName,DNS QType,DNS AnsName,DNS AnsRData,DNS AnsType,ICMP Type,ICMP Code,ARP Opcode,ARP HW Src,ARP IP Src,ARP HW Dst,ARP IP Dst,DHCP Msg Type,SNMP Community,SNMP PDU Type,SNMP ReqID,SNMP OID,SNMP Value,TLS Content Type,TLS Version,TLS Handshake Type
33,2025-05-22 00:59:16,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,228.9.176.238,192.168.1.33,TCP,,,130,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2025-05-22 00:59:16,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,228.9.176.238,192.168.1.33,TCP,,,130,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2025-05-22 00:59:16,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,228.9.176.238,192.168.1.33,TCP,,,130,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2025-05-22 00:59:16,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,228.9.176.238,192.168.1.33,TCP,,,130,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2025-05-22 00:59:16,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,228.9.176.238,192.168.1.33,TCP,,,130,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2025-05-22 00:59:16,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,228.9.176.238,192.168.1.33,TCP,,,130,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2025-05-22 00:59:16,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,228.9.176.238,192.168.1.33,TCP,,,72,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,2025-05-22 00:59:16,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,42.209.87.131,192.168.1.33,TCP,14309,9002,130,64,FIN+SYN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2025-05-22 00:59:16,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,42.209.87.131,192.168.1.33,TCP,,,130,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2025-05-22 00:59:16,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,42.209.87.131,192.168.1.33,TCP,,,130,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2025-05-22 00:59:16,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,42.209.87.131,192.168.1.33,TCP,,,130,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2025-05-22 00:59:16,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,42.209.87.131,192.168.1.33,TCP,,,130,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2025-05-22 00:59:16,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,35.207.250.212,192.168.1.33,UDP,50001,60971,94,58,,60,0x6be2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2025-05-22 00:59:16,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,35.207.250.212,192.168.1.33,UDP,50001,60971,94,58,,60,0xfb6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2025-05-22 00:59:16,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,42.209.87.131,192.168.1.33,TCP,,,130,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2025-05-22 00:59:16,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,35.207.250.212,192.168.1.33,UDP,50001,60971,110,58,,76,0xd06f,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2025-05-22 00:59:16,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,42.209.87.131,192.168.1.33,TCP,,,130,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2025-05-22 00:59:16,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,42.209.87.131,192.168.1.33,TCP,,,130,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2025-05-22 00:59:16,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,42.209.87.131,192.168.1.33,TCP,,,130,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2025-05-22 00:59:16,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,42.209.87.131,192.168.1.33,TCP,,,130,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2025-05-22 00:59:16,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,42.209.87.131,192.168.1.33,TCP,,,130,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,2025-05-22 00:59:17,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,35.207.251.10,192.168.1.33,UDP,50003,65497,94,56,,60,0x7260,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,2025-05-22 00:59:17,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,42.209.87.131,192.168.1.33,TCP,,,130,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2025-05-22 00:59:17,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,42.209.87.131,192.168.1.33,TCP,,,130,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,2025-05-22 00:59:17,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,42.209.87.131,192.168.1.33,TCP,,,130,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2025-05-22 00:59:17,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,42.209.87.131,192.168.1.33,TCP,,,130,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,2025-05-22 00:59:17,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,35.207.251.10,192.168.1.33,UDP,50003,65497,218,56,,184,0x81d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2025-05-22 00:59:17,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,42.209.87.131,192.168.1.33,TCP,,,130,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,2025-05-22 00:59:17,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,35.207.251.10,192.168.1.33,UDP,50003,65497,223,56,,189,0x9abd,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,2025-05-22 00:59:17,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,35.207.251.10,192.168.1.33,UDP,50003,65497,211,56,,177,0x5e20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,2025-05-22 00:59:17,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,35.207.251.10,192.168.1.33,UDP,50003,65497,287,56,,253,0xd5c,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,2025-05-22 00:59:17,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,42.209.87.131,192.168.1.33,TCP,,,130,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,2025-05-22 00:59:17,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,35.207.251.10,192.168.1.33,UDP,50003,65497,311,56,,277,0xf28e,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,2025-05-22 00:59:17,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,35.207.251.10,192.168.1.33,UDP,50003,65497,231,56,,197,0x43b9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,2025-05-22 00:59:17,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,35.207.251.10,192.168.1.33,UDP,50003,65497,184,56,,150,0x82f4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,2025-05-22 00:59:17,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,42.209.87.131,192.168.1.33,TCP,,,130,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,2025-05-22 00:59:17,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,35.207.251.10,192.168.1.33,UDP,50003,65497,185,56,,151,0x779a,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,2025-05-22 00:59:17,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,35.207.251.10,192.168.1.33,UDP,50003,65497,184,56,,150,0xfa2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,2025-05-22 00:59:17,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,42.209.87.131,192.168.1.33,TCP,,,130,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2025-05-22 00:59:17,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,35.207.251.10,192.168.1.33,UDP,50003,65497,184,56,,150,0x6db8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,2025-05-22 00:59:17,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,35.207.251.10,192.168.1.33,UDP,50003,65497,184,56,,150,0x6dab,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2025-05-22 00:59:17,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,35.207.251.10,192.168.1.33,UDP,50003,65497,184,56,,150,0x30a0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,2025-05-22 00:59:17,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,42.209.87.131,192.168.1.33,TCP,,,130,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,2025-05-22 00:59:17,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,35.207.251.10,192.168.1.33,UDP,50003,65497,89,56,,55,0x42d2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,2025-05-22 00:59:17,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,35.207.251.10,192.168.1.33,UDP,50003,65497,89,56,,55,0x5617,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,2025-05-22 00:59:17,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,42.209.87.131,192.168.1.33,TCP,,,130,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,2025-05-22 00:59:17,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,35.207.251.10,192.168.1.33,UDP,50003,65497,89,56,,55,0xba62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,2025-05-22 00:59:17,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,35.207.251.10,192.168.1.33,UDP,50003,65497,89,56,,55,0x1dfd,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,2025-05-22 00:59:17,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,35.207.251.10,192.168.1.33,UDP,50003,65497,89,56,,55,0x88c2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,2025-05-22 00:59:17,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,42.209.87.131,192.168.1.33,TCP,,,72,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,2025-05-22 00:59:17,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,35.207.251.10,192.168.1.33,UDP,50003,65497,89,56,,55,0xc672,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,2025-05-22 00:59:17,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,35.207.251.10,192.168.1.33,UDP,50003,65497,89,56,,55,0xafd,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,2025-05-22 00:59:17,7c:10:c9:90:c2:41,c8:3a:35:16:d6:08,192.168.1.33,157.90.91.75,TCP,3550,443,55,128,ACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,2025-05-22 00:59:17,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,35.207.251.10,192.168.1.33,UDP,50003,65497,89,56,,55,0xba42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,2025-05-22 00:59:17,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,211.48.136.129,192.168.1.33,TCP,42759,8888,130,64,FIN+SYN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,2025-05-22 00:59:17,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,35.207.251.10,192.168.1.33,UDP,50003,65497,89,56,,55,0xc8da,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,2025-05-22 00:59:17,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,35.207.251.10,192.168.1.33,UDP,50003,65497,89,56,,55,0x9a00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,2025-05-22 00:59:17,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,211.48.136.129,192.168.1.33,TCP,,,130,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,2025-05-22 00:59:17,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,211.48.136.129,192.168.1.33,TCP,,,130,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,2025-05-22 00:59:17,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,35.207.250.212,192.168.1.33,UDP,50001,60971,94,58,,60,0xdf54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,2025-05-22 00:59:17,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,35.207.250.212,192.168.1.33,UDP,50001,60971,94,58,,60,0xc566,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,2025-05-22 00:59:17,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,157.90.91.75,192.168.1.33,TCP,443,3550,66,50,ACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,2025-05-22 00:59:17,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,211.48.136.129,192.168.1.33,TCP,,,130,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,2025-05-22 00:59:17,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,35.207.250.212,192.168.1.33,UDP,50001,60971,110,58,,76,0x2f97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,2025-05-22 00:59:17,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,211.48.136.129,192.168.1.33,TCP,,,130,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,2025-05-22 00:59:17,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,211.48.136.129,192.168.1.33,TCP,,,130,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,2025-05-22 00:59:17,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,211.48.136.129,192.168.1.33,TCP,,,130,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2025-05-22 00:59:17,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,211.48.136.129,192.168.1.33,TCP,,,130,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,2025-05-22 00:59:17,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,211.48.136.129,192.168.1.33,TCP,,,130,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,2025-05-22 00:59:18,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,35.207.251.10,192.168.1.33,UDP,50003,65497,94,56,,60,0x9311,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,2025-05-22 00:59:18,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,211.48.136.129,192.168.1.33,TCP,,,130,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,2025-05-22 00:59:18,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,211.48.136.129,192.168.1.33,TCP,,,130,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,2025-05-22 00:59:18,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,211.48.136.129,192.168.1.33,TCP,,,130,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,2025-05-22 00:59:18,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,211.48.136.129,192.168.1.33,TCP,,,130,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,2025-05-22 00:59:18,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,211.48.136.129,192.168.1.33,TCP,,,130,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,2025-05-22 00:59:18,7c:10:c9:90:c2:41,c8:3a:35:16:d6:08,192.168.1.33,4.213.25.241,TCP,64208,443,55,128,ACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,2025-05-22 00:59:18,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,4.213.25.241,192.168.1.33,TCP,443,64208,66,112,ACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,2025-05-22 00:59:18,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,211.48.136.129,192.168.1.33,TCP,,,130,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,2025-05-22 00:59:18,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,211.48.136.129,192.168.1.33,TCP,,,130,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,2025-05-22 00:59:18,7c:10:c9:90:c2:41,c8:3a:35:16:d6:08,192.168.1.33,162.159.128.235,TCP,3535,443,55,128,ACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,2025-05-22 00:59:18,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,162.159.128.235,192.168.1.33,TCP,443,3535,66,58,ACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,2025-05-22 00:59:18,7c:10:c9:90:c2:41,c8:3a:35:16:d6:08,192.168.1.33,104.18.18.125,TLS,2512,443,414,128,PSH+ACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,771,
115,2025-05-22 00:59:18,7c:10:c9:90:c2:41,c8:3a:35:16:d6:08,192.168.1.33,104.18.18.125,TLS,2512,443,85,128,PSH+ACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,771,
116,2025-05-22 00:59:18,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,104.18.18.125,192.168.1.33,TCP,443,2512,60,58,ACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,2025-05-22 00:59:18,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,211.48.136.129,192.168.1.33,TCP,,,130,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,2025-05-22 00:59:18,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,211.48.136.129,192.168.1.33,TCP,,,130,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,2025-05-22 00:59:18,c4:8b:66:bb:20:1c,ff:ff:ff:ff:ff:ff,192.168.1.37,255.255.255.255,UDP,6537,6537,245,64,,211,0xea40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,2025-05-22 00:59:18,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,211.48.136.129,192.168.1.33,TCP,,,130,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,2025-05-22 00:59:18,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,211.48.136.129,192.168.1.33,TCP,,,130,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,2025-05-22 00:59:18,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,211.48.136.129,192.168.1.33,TCP,,,130,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,2025-05-22 00:59:18,c4:8b:66:bb:20:1c,ff:ff:ff:ff:ff:ff,192.168.1.37,255.255.255.255,UDP,6537,6537,245,64,,211,0xea3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,2025-05-22 00:59:18,00:00:00:00:00:00,ff:ff:ff:ff:ff:ff,211.48.136.129,192.168.1.33,TCP,,,72,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,2025-05-22 00:59:18,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,104.18.18.125,192.168.1.33,TLS,443,2512,135,58,PSH+ACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,771,
126,2025-05-22 00:59:18,c8:3a:35:16:d6:08,7c:10:c9:90:c2:41,35.207.250.212,192.168.1.33,UDP,50001,60971,94,58,,60,0x895e,,,,,,,,,,,,,,,,,,,,,,,,,,,,
